iter,top_agree,roc_params,roc_est,roc_roc,roc_prc,prc_params,prc_est,prc_roc,prc_prc
167,TRUE,"0.05, 49",0.6440725334719876,0.6332330789642046,0.1541491536900944,"0.05, 49",0.15807972915915602,0.6332330789642046,0.1541491536900944
168,TRUE,"0.04, 119",0.6181998620124188,0.6171548508744629,0.14195093158050337,"0.04, 119",0.15773503116275273,0.6171548508744629,0.14195093158050337
169,TRUE,"0.13, 84",0.6553680168784809,0.6234546926614944,0.15204547389440848,"0.13, 84",0.16745359083810032,0.6234546926614944,0.15204547389440848
170,TRUE,"0.22, 45",0.6127743503084723,0.6166480023954416,0.1525340827808899,"0.22, 45",0.15408383666191086,0.6166480023954416,0.1525340827808899
171,TRUE,"0.06, 96",0.6086747192752652,0.6216289038791359,0.1515793840614273,"0.06, 96",0.14532452310522204,0.6216289038791359,0.1515793840614273
172,FALSE,"0.1, 28",0.633480986711196,0.6320000522535508,0.15007995432633953,"0.02, 117",0.16447097083230178,0.6320711427952385,0.15053760923867757
173,FALSE,"0.04, 117",0.6328635422811947,0.6127306136337048,0.14515714417695727,"0.18, 93",0.16109918300543666,0.5967705086023483,0.13773723139386573
174,TRUE,"0.08, 45",0.6419653828599515,0.6345868390245492,0.1553468975766036,"0.08, 45",0.16869866788395596,0.6345868390245492,0.1553468975766036
175,TRUE,"0.12, 41",0.6450074493295603,0.6183245280724482,0.15237468568002688,"0.12, 41",0.1665411985901504,0.6183245280724482,0.15237468568002688
176,FALSE,"0.03, 63",0.6186597519322303,0.6210563035165876,0.1533806326985885,"0.1, 69",0.1465454708898087,0.6163758026579588,0.14940755383189744
177,FALSE,"0.1, 70",0.621727044565989,0.6201801676766728,0.15220677216548031,"0.08, 65",0.15623557133858704,0.6206249083757273,0.1530014650182178
178,FALSE,"0.2, 49",0.6115919966072401,0.6135619918612036,0.14820859082822854,"0.05, 41",0.13097008000453453,0.6203154853218692,0.15042961589462714
179,TRUE,"0.06, 90",0.6129103380695737,0.6248391819693795,0.15519619735495185,"0.06, 90",0.14972581851835207,0.6248391819693795,0.15519619735495185
180,TRUE,"0.07, 90",0.6308903194315527,0.6237533387892601,0.14954152027754486,"0.07, 90",0.145007022584317,0.6237533387892601,0.14954152027754486
181,TRUE,"0.07, 28",0.6429246367826895,0.6271475936555907,0.1525566801588416,"0.07, 28",0.17269704980971834,0.6271475936555907,0.1525566801588416
182,FALSE,"0.02, 121",0.6177880540272143,0.6288541897584702,0.14988337730768123,"0.16, 58",0.14308321771125407,0.614569069255013,0.14337271152201964
183,TRUE,"0.04, 133",0.6180373766361028,0.6266635454600277,0.15402128272273233,"0.04, 133",0.1524164343883844,0.6266635454600277,0.15402128272273233
184,FALSE,"0.04, 77",0.6214205721485067,0.6247925656919784,0.14801386300402208,"0.17, 58",0.147318407448541,0.6110629701467312,0.14055204061980275
185,TRUE,"0.02, 109",0.6148211660950514,0.6271450069806674,0.14971099833559298,"0.02, 109",0.1358017448933435,0.6271450069806674,0.14971099833559298
186,TRUE,"0.04, 126",0.6393914547690708,0.6285805809059181,0.15570201106476914,"0.04, 126",0.15786012151174358,0.6285805809059181,0.15570201106476914
187,TRUE,"0.26, 47",0.6182123608875201,0.6017249068285035,0.13956547124017302,"0.26, 47",0.13876371449376543,0.6017249068285035,0.13956547124017302
188,TRUE,"0.05, 147",0.6149596536311732,0.6302051234883157,0.15671847936618713,"0.05, 147",0.14689780644860484,0.6302051234883157,0.15671847936618713
189,FALSE,"0.13, 61",0.6293423144632638,0.6189271642963513,0.1534972013819184,"0.19, 69",0.14802027380015778,0.605965931130521,0.14624419273416558
190,TRUE,"0.2, 143",0.5998130168284854,0.5858492846412131,0.13102195393556235,"0.2, 143",0.15524055711837892,0.5858492846412131,0.13102195393556235
191,TRUE,"0.07, 133",0.6457228849403553,0.6144218244751247,0.141050213810299,"0.07, 133",0.17136344106304863,0.6144218244751247,0.141050213810299
192,TRUE,"0.09, 26",0.643916547510724,0.6256033200371258,0.14857299997501183,"0.09, 26",0.15799612625175835,0.6256033200371258,0.14857299997501183
193,FALSE,"0.01, 41",0.608239258466738,0.623252677074119,0.15016139859366728,"0.05, 104",0.1443780282618045,0.6243776667843169,0.1525215966937304
194,TRUE,"0.02, 65",0.6409058184763371,0.6220719398058346,0.152369096855818,"0.02, 65",0.16393393572717715,0.6220719398058346,0.152369096855818
195,FALSE,"0.04, 117",0.6507564319211271,0.6246682018070173,0.14958280146365685,"0.14, 108",0.17576668221901684,0.6042588741885183,0.1416134391428524
196,FALSE,"0.03, 107",0.6446089851913328,0.6237786328415661,0.15142551916411098,"0.07, 116",0.1732773439415766,0.6153230200642303,0.15091335846389436
197,TRUE,"0.13, 88",0.6156464256875028,0.6113158124796436,0.15199201844259866,"0.13, 88",0.15368058866056136,0.6113158124796436,0.15199201844259866
198,FALSE,"0.02, 105",0.6128029323935974,0.6320746634635667,0.1524599961997979,"0.11, 97",0.15649684683958526,0.6138352924637253,0.14689453082491274
199,FALSE,"0.02, 144",0.6511653951144397,0.6300225279467464,0.15632530917616222,"0.02, 145",0.1585196599112759,0.6287250689400962,0.155355651791682
200,FALSE,"0.03, 149",0.6264721175094241,0.6371160058604944,0.16182743271133132,"0.02, 87",0.15534872176397319,0.6412910360455951,0.16104744006806512
201,FALSE,"0.18, 62",0.6591496765291124,0.6178759334348284,0.1475301142531143,"0.09, 134",0.18632647816248724,0.6175347581203393,0.1474165414433513
202,FALSE,"0.03, 64",0.6432026117649412,0.6307251087156214,0.1502638061151049,"0.25, 27",0.17877339739201695,0.6192099118235165,0.14845655295242483
203,TRUE,"0.24, 33",0.616431580674071,0.6186873972899445,0.14740156724585946,"0.24, 33",0.13840278445626877,0.6186873972899445,0.14740156724585946
204,FALSE,"0.11, 58",0.6382410583047525,0.6156262797909423,0.14571343305851184,"0.01, 29",0.15027604110637136,0.6220921174455685,0.15323331252401312
205,TRUE,"0.03, 54",0.6280221769676407,0.6282443499857873,0.15169577120361327,"0.03, 54",0.15328557136073342,0.6282443499857873,0.15169577120361327
206,TRUE,"0.06, 121",0.6549129433108032,0.6212140608443754,0.15240307805882378,"0.06, 121",0.1785115693079019,0.6212140608443754,0.15240307805882378
207,TRUE,"0.03, 149",0.6288457776819255,0.6272426055952028,0.15375466288255232,"0.03, 149",0.15249713510119375,0.6272426055952028,0.15375466288255232
208,FALSE,"0.24, 49",0.6193257289632877,0.601227076590153,0.14209542310864923,"0.03, 51",0.16555530168969262,0.621571793428059,0.153316060741793
209,FALSE,"0.02, 94",0.6234788869001789,0.6283195933360671,0.1529792831580615,"0.02, 145",0.15414828780974957,0.6258550674876725,0.15115317940918907
210,FALSE,"0.14, 111",0.6215032167205454,0.6044636379865013,0.14162120470459147,"0.01, 29",0.15469081998874476,0.6284343218501414,0.1523626093822824
211,FALSE,"0.03, 91",0.6464638182563569,0.6308074742009145,0.15336229649378152,"0.06, 29",0.17091875795994546,0.6260264633305311,0.1529038214221526
212,FALSE,"0.17, 43",0.6026419918061646,0.6115699653511455,0.144069581364651,"0.13, 97",0.1373677512455513,0.6059962518269455,0.14223912569775993
213,FALSE,"0.18, 43",0.6282904538591527,0.6109635720878369,0.14921289475893282,"0.22, 144",0.16437276177271487,0.5835672134372215,0.13026756978636636
214,TRUE,"0.03, 106",0.6221750042496176,0.6208546457443324,0.14560942324845674,"0.03, 106",0.1539581295853433,0.6208546457443324,0.14560942324845674
215,TRUE,"0.11, 41",0.6069313761761441,0.6091628609927298,0.14437380868754082,"0.11, 41",0.15400589199910972,0.6091628609927298,0.14437380868754082
216,FALSE,"0.1, 57",0.6212165905068544,0.6288692049150394,0.15529961547736473,"0.1, 116",0.14924416286440936,0.6157115403258089,0.14877694068031125
217,FALSE,"0.07, 88",0.6318816306532412,0.6174721698660441,0.1490172910249164,"0.02, 60",0.15935754262154905,0.6172169774602551,0.1510075637877013
218,TRUE,"0.01, 66",0.6344114029737323,0.6299673421552944,0.15199518459361622,"0.01, 66",0.15262756557423396,0.6299673421552944,0.15199518459361622
219,TRUE,"0.03, 32",0.6453628981698356,0.6279488702522059,0.15602357234772574,"0.03, 32",0.1561968915922589,0.6279488702522059,0.15602357234772574
220,TRUE,"0.18, 38",0.5787419132278095,0.6196000466639996,0.1474128915216651,"0.18, 38",0.1317761939827331,0.6196000466639996,0.1474128915216651
221,FALSE,"0.12, 147",0.6489245967862892,0.6051487904902236,0.14277793109756337,"0.03, 143",0.17515437064985087,0.6284975161803958,0.15405015997549035
222,TRUE,"0.05, 45",0.6387725104740574,0.6257496648157324,0.150691675532065,"0.05, 45",0.1665907948415959,0.6257496648157324,0.150691675532065
223,TRUE,"0.09, 75",0.6342899139077482,0.6198190283187291,0.15076720953069447,"0.09, 75",0.16495546991511958,0.6198190283187291,0.15076720953069447
224,FALSE,"0.11, 26",0.6284219420252177,0.6194037635294793,0.14806549979979988,"0.12, 33",0.14602873810729466,0.6191625723211603,0.14778811613364515
225,FALSE,"0.2, 35",0.6305512503874652,0.6212721374864774,0.14306225724158864,"0.13, 150",0.16397118062730917,0.6081951750212738,0.14050170552519606
226,FALSE,"0.03, 55",0.6160225579697827,0.6233305428345639,0.14784448900390273,"0.03, 71",0.15508478443981538,0.6240886692204534,0.1466191236031202
227,TRUE,"0.1, 54",0.6489595936365727,0.6184352784792606,0.152272813697836,"0.1, 54",0.18839645906174676,0.6184352784792606,0.152272813697836
228,TRUE,"0.14, 29",0.6157210851023408,0.6133376483017651,0.14194941480857426,"0.14, 29",0.12782193925320326,0.6133376483017651,0.14194941480857426
229,FALSE,"0.21, 42",0.6184783369496746,0.6161056719795541,0.1444825133219994,"0.02, 75",0.14169123654586308,0.6263761711761227,0.1544608299027181
230,FALSE,"0.04, 145",0.6257481826635602,0.6236445015872896,0.15359392980503753,"0.02, 142",0.1468137820280282,0.6282708438777302,0.1548259035991018
231,TRUE,"0.11, 33",0.6463777886246519,0.6210531119195373,0.151595862138661,"0.11, 33",0.16706444663915804,0.6210531119195373,0.151595862138661
232,FALSE,"0.03, 51",0.6619839214470697,0.6308902563125763,0.15175021095848665,"0.16, 37",0.1814229545769488,0.6282213081211435,0.14913840504145498
233,TRUE,"0.11, 79",0.60753332200102,0.6167428609014578,0.1444279366216966,"0.11, 79",0.13924103961444065,0.6167428609014578,0.1444279366216966
234,FALSE,"0.06, 47",0.6359504529014499,0.6306221823910829,0.1551533531464918,"0.11, 103",0.14462419098518353,0.6160624025038557,0.1462687240791182
235,TRUE,"0.01, 124",0.6092296693297603,0.6214881790174452,0.15274885081782885,"0.01, 124",0.13523421066293287,0.6214881790174452,0.15274885081782885
236,TRUE,"0.14, 27",0.6483727354927504,0.6229271191841362,0.15065432082180855,"0.14, 27",0.17591883576557102,0.6229271191841362,0.15065432082180855
237,TRUE,"0.05, 97",0.6223499063790289,0.6265182026956388,0.15809153066013676,"0.05, 97",0.1469222118582503,0.6265182026956388,0.15809153066013676
238,FALSE,"0.21, 82",0.6301862832345089,0.6053848485079207,0.13648714795290964,"0.04, 88",0.14687306818694654,0.6275056588218485,0.15057595963843604
239,FALSE,"0.12, 68",0.6208300659347694,0.6110057130574957,0.14751314641091182,"0.09, 49",0.16226731949909698,0.6107103194987329,0.14864693149128533
240,TRUE,"0.05, 29",0.6309587137157656,0.630453291301834,0.14908013204890183,"0.05, 29",0.1467919426304072,0.630453291301834,0.14908013204890183
241,FALSE,"0.22, 92",0.5882375953576319,0.596650519176441,0.1391353471927329,"0.14, 88",0.1322255576417839,0.6116724206472313,0.14763333644488744
242,TRUE,"0.17, 25",0.6138587527122559,0.6234717594857999,0.15321568895737855,"0.17, 25",0.14377411516643884,0.6234717594857999,0.15321568895737855
243,FALSE,"0.12, 32",0.6416584328496697,0.6245580459401977,0.1529137467512635,"0.22, 26",0.15798234457834479,0.6148549373571889,0.14802927392994916
244,TRUE,"0.06, 82",0.6591671749542541,0.6263638436596848,0.1505190960211008,"0.06, 82",0.1602395214896748,0.6263638436596848,0.1505190960211008
245,TRUE,"0.05, 46",0.6469242768150867,0.6250352739898185,0.1474787318748469,"0.05, 46",0.16145483361355453,0.6250352739898185,0.1474787318748469
246,TRUE,"0.1, 145",0.5936105750482457,0.5957383855369369,0.13694436895681436,"0.1, 145",0.13693165160427126,0.5957383855369369,0.13694436895681436
247,TRUE,"0.15, 54",0.6098846103850654,0.6255412232123003,0.15432417169008972,"0.15, 54",0.13730643800058737,0.6255412232123003,0.15432417169008972
248,TRUE,"0.05, 115",0.6247127758501735,0.6230282643147813,0.15400052399909145,"0.05, 115",0.1599857113109436,0.6230282643147813,0.15400052399909145
249,FALSE,"0.02, 101",0.5938920497155256,0.6224534115886696,0.15160703847991505,"0.1, 132",0.15371593778162257,0.6112385402273225,0.14329424054895398
250,TRUE,"0.13, 140",0.6387560813622252,0.6010068054262762,0.13703459437540863,"0.13, 140",0.16323314838538375,0.6010068054262762,0.13703459437540863
251,FALSE,"0.13, 27",0.6311391974722275,0.6281243558731996,0.15270500497616424,"0.05, 126",0.14682169177244533,0.6281313012107005,0.15340019078636383
252,FALSE,"0.15, 35",0.6189037986581207,0.6207107190624294,0.1503083032991894,"0.16, 31",0.14332492378241862,0.6198167112548111,0.1504607380135105
253,TRUE,"0.07, 54",0.6266441020308172,0.6185877239934308,0.1478237920636195,"0.07, 54",0.14772242166544117,0.6185877239934308,0.1478237920636195
254,FALSE,"0.07, 84",0.6366093058014555,0.6215514070298864,0.14739428080407144,"0.13, 81",0.1650152134981823,0.6153229757197697,0.14227168974409551
255,FALSE,"0.05, 90",0.6362342389184973,0.6221597551367132,0.14727047050353986,"0.1, 42",0.14302748862469175,0.6235589006069322,0.1472055264174793
256,FALSE,"0.05, 96",0.6234518893299603,0.6252372900743892,0.1538142779068769,"0.07, 106",0.15914732017819405,0.6214830283408425,0.152666204399428
257,FALSE,"0.1, 59",0.6350148486636202,0.6266290516951029,0.15179861098480593,"0.13, 76",0.16221093291683356,0.6153725258225056,0.14586280712746488
258,TRUE,"0.09, 44",0.6229976778128307,0.6332475009323135,0.15750575894718663,"0.09, 44",0.14371640127982543,0.6332475009323135,0.15750575894718663
259,TRUE,"0.06, 65",0.6433490985811277,0.6229475036178707,0.15568175320813238,"0.06, 65",0.17006774517378828,0.6229475036178707,0.15568175320813238
260,TRUE,"0.03, 84",0.6533961943425092,0.6320960160508352,0.1486687021005187,"0.03, 84",0.16368212534192805,0.6320960160508352,0.1486687021005187
261,TRUE,"0.03, 150",0.6327769446436722,0.6284766596416668,0.14983286117339636,"0.03, 150",0.15983130701363588,0.6284766596416668,0.14983286117339636
262,TRUE,"0.07, 124",0.615682588567029,0.6201827644140064,0.1508683993214989,"0.07, 124",0.1391102353621845,0.6201827644140064,0.1508683993214989
263,TRUE,"0.08, 27",0.6439685428311452,0.623675859295035,0.15432394152524948,"0.08, 27",0.14616284312823766,0.623675859295035,0.15432394152524948
264,FALSE,"0.17, 59",0.6315921567058965,0.6139064878586336,0.13962901886417442,"0.1, 80",0.17054615299931902,0.6206058267426269,0.14425887296945067
265,FALSE,"0.12, 33",0.641508264256217,0.6264650221136693,0.15290703307795814,"0.09, 133",0.1858358940046324,0.6200820361221884,0.14865437021341135
266,TRUE,"0.13, 59",0.6312671859532643,0.6219937479579997,0.1514646300634707,"0.13, 59",0.15217226618312704,0.6219937479579997,0.1514646300634707
267,TRUE,"0.05, 108",0.6387785099341059,0.6150041093938681,0.14889564180531137,"0.05, 108",0.1587243819900594,0.6150041093938681,0.14889564180531137
268,TRUE,"0.02, 109",0.6374427871843293,0.6248710652029731,0.15288631823764495,"0.02, 109",0.15969124251013053,0.6248710652029731,0.15288631823764495
269,TRUE,"0.09, 126",0.6329560339569439,0.6226068521677552,0.15433030646684492,"0.09, 126",0.15566409260106323,0.6226068521677552,0.15433030646684492
270,TRUE,"0.04, 148",0.6269125778679919,0.6223135477982035,0.1478945204659182,"0.04, 148",0.14715084091800437,0.6223135477982035,0.1478945204659182
271,FALSE,"0.25, 51",0.6160315571598556,0.6007801558301548,0.1368551157215373,"0.2, 113",0.1513538057587838,0.5946286464172512,0.13423689453184812
272,TRUE,"0.14, 40",0.5959518643322101,0.6175217449134673,0.14536056684888324,"0.14, 40",0.14043497938486946,0.6175217449134673,0.14536056684888324
273,TRUE,"0.27, 31",0.641912727854493,0.6113133224162106,0.14690349449742918,"0.27, 31",0.15293452907941774,0.6113133224162106,0.14690349449742918
274,FALSE,"0.03, 58",0.6333898415596271,0.6281523403943797,0.15245496314516693,"0.01, 76",0.17207403167175528,0.6255163078928125,0.15113978084600627
275,TRUE,"0.01, 30",0.6446058917197451,0.625958989591675,0.1500962136629242,"0.01, 30",0.14631295258350357,0.625958989591675,0.1500962136629242
276,FALSE,"0.05, 137",0.6083827455529003,0.6228457455719277,0.15029340529883678,"0.25, 68",0.13881046479836057,0.5990232200602804,0.13528374358668024
277,FALSE,"0.14, 62",0.6524362807347339,0.6119570602393289,0.14158196809132056,"0.09, 27",0.15922600118310276,0.6207315043542122,0.14777887061528963
278,FALSE,"0.06, 43",0.6286774190322871,0.6278208305539443,0.15807916108616443,"0.06, 105",0.17258315852787176,0.6270168813560905,0.15675352541544335
279,TRUE,"0.2, 43",0.6224359807617315,0.6116065526921844,0.14287060827170428,"0.2, 43",0.14427293441569022,0.6116065526921844,0.14287060827170428
280,FALSE,"0.18, 25",0.6205877189902749,0.6190097349822333,0.1460230699264982,"0.06, 88",0.14252720975165362,0.619214224192734,0.14837210429446923
281,FALSE,"0.04, 63",0.6110815026647601,0.6327309867980525,0.15480354003831934,"0.02, 93",0.13938682795417257,0.6353302905007433,0.15800032065401762
282,TRUE,"0.12, 25",0.6277146080722081,0.6307435579464642,0.15117886380640894,"0.12, 25",0.14541993701106587,0.6307435579464642,0.15117886380640894
283,FALSE,"0.16, 43",0.6219404055551934,0.6262494114685532,0.15209429598507618,"0.19, 41",0.15665830626496682,0.6174463492230733,0.14893870423270067
284,FALSE,"0.14, 59",0.6189942905138538,0.6115855513029846,0.14651591076674372,"0.18, 70",0.14738234285100918,0.6081125480477445,0.1466368030274444
285,FALSE,"0.12, 28",0.6155890969812717,0.6280169239700548,0.155545381226558,"0.08, 146",0.14014406333124937,0.6135301459325627,0.15032677148912113
286,TRUE,"0.11, 25",0.6544831042153443,0.6259264086499711,0.15180514927597863,"0.11, 25",0.1830402863180065,0.6259264086499711,0.15180514927597863
287,FALSE,"0.01, 103",0.6013038826505614,0.6220753636188064,0.1485614064208922,"0.14, 46",0.14225892288242936,0.6239101521592904,0.14934748515331686
288,FALSE,"0.15, 26",0.6027274414312297,0.6278134978369294,0.15218150414430504,"0.27, 40",0.14342885828192461,0.6135796650480096,0.14232577653724612
289,TRUE,"0.09, 73",0.631083202511774,0.6169992448486882,0.14755853137244715,"0.09, 73",0.1557914909886302,0.6169992448486882,0.14755853137244715
290,FALSE,"0.07, 65",0.6142871003104695,0.6205041090113597,0.14817494566575348,"0.04, 52",0.14483443590492565,0.6255564492428306,0.15103565154233164
291,TRUE,"0.09, 47",0.6463508284254417,0.6309627770666184,0.15566855772625132,"0.09, 47",0.15873785044722857,0.6309627770666184,0.15566855772625132
292,TRUE,"0.07, 92",0.6185563299303063,0.6300040424209737,0.15413187174150406,"0.07, 92",0.16700867807083877,0.6300040424209737,0.15413187174150406
293,TRUE,"0.04, 142",0.6301582857542821,0.6175603176625122,0.14749985885008068,"0.04, 142",0.15828569632900888,0.6175603176625122,0.14749985885008068
294,FALSE,"0.07, 123",0.6251187393134618,0.6222250795768577,0.15404072741064592,"0.03, 130",0.16272128088884055,0.6277965596481064,0.15701284309844757
295,TRUE,"0.04, 84",0.6122980625034482,0.6243228325501045,0.1515191312763458,"0.04, 84",0.14281227683964137,0.6243228325501045,0.1515191312763458
296,FALSE,"0.03, 49",0.6211345978861902,0.630709873603326,0.15392230083041875,"0.08, 74",0.15176328684079482,0.6242945298006437,0.15098342490416536
297,FALSE,"0.1, 51",0.65515525477707,0.6191159424455704,0.14263113503258418,"0.27, 59",0.18471726748737305,0.5979525598962352,0.13153289414428324
298,TRUE,"0.12, 148",0.6183453489185973,0.6089585253826542,0.14532397590544532,"0.12, 148",0.15276799109298897,0.6089585253826542,0.14532397590544532
299,TRUE,"0.22, 34",0.6386265236128749,0.6167477811994241,0.14671721197928014,"0.22, 34",0.15773527376951793,0.6167477811994241,0.14671721197928014
300,FALSE,"0.08, 133",0.6072033516983472,0.6161318020788599,0.14888265446402746,"0.09, 145",0.16005345622820233,0.6109729639542837,0.147070555215534
301,TRUE,"0.02, 41",0.644440000399964,0.6222658472159475,0.1512879982744801,"0.02, 41",0.16404571433473214,0.6222658472159475,0.1512879982744801
302,TRUE,"0.1, 123",0.6285934265916068,0.6178523857821667,0.15310591966478437,"0.1, 123",0.13663570481822426,0.6178523857821667,0.15310591966478437
303,TRUE,"0.05, 54",0.6404653581177694,0.6262185886550216,0.15456609619738318,"0.05, 54",0.15594544689237563,0.6262185886550216,0.15456609619738318
304,FALSE,"0.15, 53",0.5935445809877111,0.6172687790340435,0.1514713752775492,"0.14, 50",0.14466831138597122,0.6222506541404448,0.15312290856193858
305,TRUE,"0.19, 31",0.5957978781909629,0.6118258120923813,0.14534049420001227,"0.19, 31",0.13350415621885983,0.6118258120923813,0.14534049420001227
306,FALSE,"0.02, 118",0.620930116289534,0.6335825581977332,0.15035196391331332,"0.09, 33",0.1715396287721678,0.6311033614745251,0.14999853571078547
307,FALSE,"0.12, 36",0.6246612804847563,0.630743123474992,0.15350312724945694,"0.03, 102",0.1615264953931574,0.6300169200265905,0.15513747157731458
308,FALSE,"0.07, 90",0.6264428405916311,0.6263089630681912,0.14817448794387705,"0.03, 139",0.1408674148481569,0.6300059235400035,0.14881250344744643
309,FALSE,"0.03, 80",0.609518143367097,0.6209827430342448,0.14852110989018386,"0.11, 65",0.13720664387459375,0.6266526319108852,0.15410569100347557
310,TRUE,"0.13, 55",0.6230169284764371,0.6244073797016951,0.15287072419056896,"0.13, 55",0.15654920475821285,0.6244073797016951,0.15287072419056896
311,TRUE,"0.18, 33",0.6189457948784609,0.6258357023118493,0.14981082606583854,"0.18, 33",0.1545720662059898,0.6258357023118493,0.14981082606583854
312,TRUE,"0.02, 103",0.6254956110168678,0.6289409294042714,0.15617658210237909,"0.02, 103",0.16611906160583179,0.6289409294042714,0.15617658210237909
313,TRUE,"0.03, 104",0.6287605137901806,0.6318561979678783,0.15204474590401526,"0.03, 104",0.1528657963690779,0.6318561979678783,0.15204474590401526
314,TRUE,"0.16, 51",0.6532662060414562,0.611063236502615,0.15117070918538564,"0.16, 51",0.15946617557016174,0.611063236502615,0.15117070918538564
315,FALSE,"0.11, 41",0.5991820736133748,0.6237270709272723,0.14730226779847733,"0.11, 68",0.14073135539488152,0.6184443267470439,0.14605504841706965
316,TRUE,"0.06, 86",0.6079547840694337,0.6190753189303277,0.1517956435449908,"0.06, 86",0.1449483489332277,0.6190753189303277,0.1517956435449908
317,TRUE,"0.05, 92",0.630054017183182,0.6217710388131612,0.15253148420390697,"0.05, 92",0.15105674558974003,0.6217710388131612,0.15253148420390697
318,TRUE,"0.02, 49",0.6185688288054075,0.6163867272019102,0.14640664133408796,"0.02, 49",0.14975281238121058,0.6163867272019102,0.14640664133408796
319,FALSE,"0.11, 100",0.6217180453759161,0.6113778652536294,0.14601689275753402,"0.15, 58",0.1430355510471978,0.6135738039241542,0.1495834420134332
320,TRUE,"0.12, 60",0.6306487416132548,0.6237914194890781,0.1507581655556235,"0.12, 60",0.15274229865912875,0.6237914194890781,0.1507581655556235
321,FALSE,"0.06, 85",0.6135947764701177,0.6202633664046647,0.14984732237726645,"0.22, 31",0.1568755794846727,0.6146373496550028,0.14808463620340803
322,FALSE,"0.08, 116",0.620880120789129,0.6100887624685468,0.14368223869016297,"0.07, 147",0.16675179154367945,0.6092968474261039,0.14157791521422436
323,TRUE,"0.03, 107",0.6042091211790939,0.6283942680777689,0.15131117092756172,"0.03, 107",0.13842758936177807,0.6283942680777689,0.15131117092756172
324,FALSE,"0.25, 57",0.6013180794559161,0.6044350633959147,0.14407635692561024,"0.2, 95",0.1311569315671517,0.6046357698940424,0.14514637233973718
325,TRUE,"0.04, 126",0.6273610375066244,0.6260261607566345,0.15242552308806304,"0.04, 126",0.16133138651191012,0.6260261607566345,0.15242552308806304
326,TRUE,"0.14, 28",0.6163631439304648,0.6281135244264288,0.15167426311948687,"0.14, 28",0.1441269518635891,0.6281135244264288,0.15167426311948687
327,FALSE,"0.04, 124",0.6358452739253467,0.620645304783296,0.1481106505188503,"0.11, 80",0.14885453815346517,0.6128223722833599,0.1455116632010953
328,TRUE,"0.04, 26",0.6398684118429342,0.6233712961648681,0.1507270613703877,"0.04, 26",0.1576288862130656,0.6233712961648681,0.1507270613703877
329,FALSE,"0.04, 143",0.6490515853573179,0.6233113304931817,0.15455105697697694,"0.15, 30",0.16696794792091552,0.6176305836828698,0.15094143177827524
330,TRUE,"0.09, 26",0.6302452779249867,0.6270820826334248,0.15744389499897013,"0.09, 26",0.17136494170677813,0.6270820826334248,0.15744389499897013
331,FALSE,"0.06, 116",0.6149802555772493,0.6245233402871551,0.15411128611312985,"0.09, 143",0.15620907897932415,0.6120440816715569,0.14796945146983004
332,TRUE,"0.07, 55",0.6132698057174855,0.6270407986902454,0.15217412106209516,"0.07, 55",0.137348474888734,0.6270407986902454,0.15217412106209516
